"","word","gender","cnt"
"27324","Möchtegern","m",458
"27611","Morallehre","f",458
"27635","Mordkommission","f",458
"28280","Nachdichtung","f",458
"28614","Nahrungsmittelallergie","f",458
"28981","Scheidungsrate","f",458
"29870","Schöpfungsbericht","m",458
"33011","Tatar","m",458
"33012","Tatar","n",458
"33130","Taverne","f",458
"33579","Terrorbekämpfung","f",458
"35075","Understatement","n",458
"492","Abschub","m",457
"3457","Aufenthaltsbefugnis","f",457
"3931","Ausbildungszentrum","n",457
"5081","Bankberater","m",457
"5087","Bankdirektor","m",457
"7537","Bezugsquelle","f",457
"8873","Dnepr","n",457
"8874","Dnepr","m",457
"9468","Druckplatte","f",457
"11707","Entsatz","m",457
"11825","Entwerfer","m",457
"12351","Erhalter","m",457
"13349","Exportfinanzierung","f",457
"19271","Interdikt","n",457
"19375","Interpretationsansatz","m",457
"22108","Kniekehle","f",457
"22139","Knochenkern","m",457
"24265","Kriegsgebiet","n",457
"24849","Mängelrüge","f",457
"26871","Minze","f",457
"28454","Nachsteuer","f",457
"31018","Seinsform","f",457
"32052","Singsang","m",457
"35117","Unerschöpflichkeit","f",457
"37884","Zwillingsforschung","f",457
"1723","Anlegestelle","f",456
"10526","Einsammeln","n",456
"10564","Einschleifen","n",456
"11498","Energiewirtschaftsgesetz","n",456
"12040","Epode","f",456
"13430","Extrusion","f",456
"14551","Führungszeugnis","n",456
"15385","Gedankeninhalt","m",456
"15637","Generalin","f",456
"15957","Gerstl","n",456
"16090","Gesamtresultat","n",456
"16265","Geschäftszweig","m",456
"16488","Gesetzesvollzug","m",456
"17366","Hauptbeschäftigung","f",456
"17688","Hauskreis","m",456
"20814","Kassakurs","m",456
"21145","Kemalismus","m",456
"21826","Klavierunterricht","m",456
"23597","Körperschema","n",456
"24111","Kreidezeit","f",456
"24289","Kriegshetzer","m",456
"24596","Magnetisierbarkeit","f",456
"24770","Malweise","f",456
"24778","Mamille","f",456
"24853","Mangelwirtschaft","f",456
"26523","Mikronesien","n",456
"28542","Nadelholz","n",456
"30145","Schuldenberg","m",456
"30216","Schulerziehung","f",456
"31533","Separatfrieden","m",456
"33297","Teilnetz","n",456
"35490","Unterhemd","n",456
"35867","Unwort","n",456
"36507","Zeitdokument","n",456
"37009","Zigarettenrauch","m",456
"37296","Züchtigungsrecht","n",456
"161","Abfüllen","n",455
"1713","Anlaufen","n",455
"2038","Antimaterie","f",455
"2979","Arrondissement","n",455
"3163","Aster","f",455
"7253","Bevölkerungsdruck","m",455
"7952","Clavichord","n",455
"10237","Einerlei","n",455
"11078","Elementarpädagogik","f",455
"11916","Entwurfsphase","f",455
"12122","Erbteilung","f",455
"12930","Erziehungssoziologie","f",455
"13524","Fachklinik","f",455
"13767","Fallunterscheidung","f",455
"15625","Generalbericht","m",455
"15847","Geradlinigkeit","f",455
"17038","Gitternetz","n",455
"17880","Hüftkopf","m",455
"18143","Hypochondrium","n",455
"18827","Informationstransfer","f",455
"18828","Informationstransfer","m",455
"18982","Innenausbau","m",455
"22129","Knochenbau","m",455
"23718","Kostenersatz","m",455
"24150","Kreissekretär","m",455
"24885","Männerchor","m",455
"24938","Manufakturperiode","f",455
"26592","Mildtätigkeit","f",455
"28298","Nachfolgepartei","f",455
"30323","Schultheater","n",455
"33469","Temperaturverteilung","f",455
"35919","Urbar","n",455
"893","Alpdruck","m",454
"1786","Anodenkreis","m",454
"4236","Ausleitung","f",454
"6258","Belisar","m",454
"6642","Berufsverlauf","m",454
"7599","Biedermeierzeit","f",454
"9413","Druckanstieg","m",454
"10557","Einschätzen","n",454
"10619","Einstand","m",454
"15259","Gebirgsjäger","m",454
"15348","Geburtsvorbereitung","f",454
"15486","Gemeinderecht","n",454
"16534","Gesinnungsethik","f",454
"19227","Intelligenzblatt","n",454
"20052","Kaffeepause","f",454
"21831","Klebemittel","n",454
"23789","Kotstein","m",454
"23880","Krampfanfall","m",454
"25744","Medienwissenschaftler","m",454
"27251","Mittelwertbildung","f",454
"27624","Morava","f",454
"27841","Multimeter","n",454
"28269","Nachbemerkung","f",454
"28694","Naphtha","n",454
"28955","Naziregime","n",454
"30009","Schriftformerfordernis","n",454
"31132","Selbstakzeptanz","f",454
"31494","Seniorenheim","n",454
"31565","Serenade","f",454
"31646","Seuchenbekämpfung","f",454
"34082","Truck","m",454
"35140","Unfallrente","f",454
"36257","Zahlungseinstellung","f",454
"36359","Zapfenstreich","m",454
"990","Alterspyramide","f",453
"2190","Anzeigeerstatter","m",453
"4706","Autopilot","m",453
"5141","Banlieue","f",453
"6141","Beitrittsvertrag","m",453
"8836","Disziplinarrecht","n",453
"9515","Drüsengewebe","n",453
"9574","Dunkelfeldbeleuchtung","f",453
"9762","Dynamometer","n",453
"10636","Einstichstelle","f",453
"11208","Emissionsvolumen","n",453
"11480","Energiesystem","n",453
"11842","Entwicklungserregung","f",453
"12164","Erdichtung","f",453
"14722","Fürsorgerecht","n",453
"16673","Gesundheitsschaden","m",453
"17985","Hussitismus","m",453
"20083","Kaiserkult","m",453
"20335","Kampfmoral","f",453
"21481","Kinderstube","f",453
"22356","Kollar","n",453
"22572","Kommunikationsinfrastruktur","f",453
"23137","Konteradmiral","m",453
"23354","Konzessionierung","f",453
"25013","Marionettentheater","n",453
"25650","Mechanicus","m",453
"30546","Schwanzwirbel","m",453
"30981","Seidengewebe","n",453
"32794","Taifun","m",453
"35816","Unverantwortlichkeit","f",453
"37809","Zweidecker","m",453
"728","Abzahlung","f",452
"1545","Angepasstheit","f",452
"2887","Aristoteliker","m",452
"7322","Bewegungsanalyse","f",452
"7762","Bildrauschen","n",452
"8232","Cupido","m",452
"9088","Doppelspitze","f",452
"9164","Dosisverteilung","f",452
"9261","Drehorgel","f",452
"9783","Dysregulation","f",452
"10543","Einsatzmöglichkeit","f",452
"11648","Entkriminalisierung","f",452
"11851","Entwicklungsgruppe","f",452
"13689","Fake","m",452
"14480","Fügsamkeit","f",452
"14660","Funktionsbeschreibung","f",452
"17362","Hauptbedingung","f",452
"22280","Kohleförderung","f",452
"24218","Kreuzvalidierung","f",452
"25388","Massenerscheinung","f",452
"28512","Nachweisbarkeit","f",452
"28798","Nationalkonvent","m",452
"29902","Schräglage","f",452
"34031","Trondheim","n",452
"35108","Unerbittlichkeit","f",452
"35245","Unitarismus","m",452
"35536","Untermenge","f",452
"36865","Zerteilung","f",452
"6949","Bestimmtsein","n",451
"7857","Bildungsreise","f",451
"9195","Dozentur","f",451
"9565","Dung","m",451
"12854","Erythem","n",451
"14944","Gangway","f",451
"15752","Genossenschaftskasse","f",451
"17956","Hundertschaft","f",451
"18171","Hypotenuse","f",451
"19305","Interferenzstreifen","m",451
"19437","Intralogistik","f",451
"20480","Kapernaum","n",451
"21027","Kausalbegriff","m",451
"21822","Klavierstück","n",451
"21871","Kleinbus","m",451
"24009","Krawall","m",451
"24504","Luster","m",451
"26529","Mikrophotographie","f",451
"26818","Minimallohn","m",451
"29932","Schraubenzieher","m",451
"30639","Schweißgut","n",451
"31379","Selbstversuch","m",451
"31757","Sicherheitsdatenblatt","n",451
"32162","Situationslogik","f",451
"32165","Situs","m",451
"32217","Skapolith","m",451
"33894","Therapiegruppe","f",451
"37481","Zünder","m",451
"37764","Zwangssparen","n",451
"190","Abgesandte","f",450
"1508","Angebotsbearbeitung","f",450
"2616","Arbeitsmarktservice","n",450
"3309","Atomenergiekommission","f",450
"3923","Ausbildungsstelle","f",450
"6623","Berufsrichter","m",450
"9024","Donnern","n",450
"9992","Ehrenschutz","m",450
"10269","Einfühlen","n",450
"10598","Einspannung","f",450
"11047","Elektronenstrahl","m",450
"11328","Endkunde","m",450
"12135","Erdbeere","f",450
"13729","Fallbeschreibung","f",450
"14307","Feldstein","m",450
"15202","Gebären","n",450
"16873","Gewinnabschöpfung","f",450
"16880","Gewinnentwicklung","f",450
"18556","Indigenismus","m",450
"19606","Irrfahrt","f",450
"21128","Kellergeschoss","n",450
"21278","Kerzenschein","m",450
"21406","Kinderbibliothek","f",450
"29251","Schirmung","f",450
"29256","Schiss","m",450
"30081","Schubstange","f",450
"30793","Scrambling","n",450
"31834","Sichtfeld","n",450
"32977","Taschenlexikon","n",450
"34205","Tunichtgut","m",450
"35291","Universitätsverwaltung","f",450
"37495","Zunftverfassung","f",450
"1731","Anlernung","f",449
"3768","Aufwachraum","m",449
"4277","Ausnutzungsgrad","m",449
"4397","Außenhandelsstatistik","f",449
"5712","Bedarfsartikel","m",449
"10818","Einzugsermächtigung","f",449
"11180","Emendation","f",449
"13438","Exzentrik","f",449
"15490","Gemeindeschule","f",449
"15557","Gemeinschaftswerbung","f",449
"16255","Geschäftsverteilungsplan","m",449
"19961","Justitiar","m",449
"22008","Klirren","n",449
"22459","Kolumnist","m",449
"23648","Korrespondenztheorie","f",449
"23811","Kräftegleichgewicht","n",449
"25261","Marschroute","f",449
"25268","Marter","f",449
"25698","Medienecho","n",449
"30073","Schubkarre","f",449
"32893","Tanzkunst","f",449
"32945","Tarifkommission","f",449
"34376","Überbrückungsgeld","n",449
"37166","Zivilisationsprozess","m",449
"332","Abolition","f",448
"1085","Ambitus","m",448
"1232","Amtspflichtverletzung","f",448
"3759","Auftrennung","f",448
"6742","Beschäftigungsverbot","n",448
"7687","Bildbetrachtung","f",448
"8404","Dichtheit","f",448
"8524","Dienstvorgesetzte","f",448
"9444","Druckfläche","f",448
"10397","Einkaufsliste","f",448
"12283","Erfolgspotential","n",448
"12497","Erlöschung","f",448
"13428","Extruder","m",448
"14001","Faschist","m",448
"15085","Gaster","m",448
"15086","Gaster","f",448
"16238","Geschäftssitz","m",448
"18313","Ikon","n",448
"23955","Krankheitsgeschehen","n",448
"25940","Meistergesang","m",448
"26618","Militäreinsatz","m",448
"27062","Mitgliederschwund","m",448
"27889","Mundschutz","m",448
"29775","Schnitter","m",448
"32458","Sympathektomie","f",448
"32950","Tarifrunde","f",448
"33800","Theatermuseum","n",448
"34036","Tropenhygiene","f",448
"35624","Unternehmereigenschaft","f",448
"35764","Untertänigkeit","f",448
"35767","Unterteil","m",448
"35768","Unterteil","n",448
"37027","Zimmermädchen","n",448
"37222","Zollgrenze","f",448
"445","Abschlagszahlung","f",447
"884","Adenin","n",447
"3324","Atomkernenergie","f",447
"4892","Baguette","n",447
"6858","Besitzwechsel","m",447
"9461","Druckmaschine","f",447
"10833","Eisdiele","f",447
"11348","Endokard","n",447
"13797","Famenne","n",447
"14685","Funktionstaste","f",447
"17109","Gurgel","f",447
"20817","Kassander","m",447
"21298","Kettenglied","n",447
"21307","Keuchen","n",447
"21372","Kilikien","n",447
"22532","Kommissionsgeschäft","n",447
"23172","Kontoeröffnung","f",447
"23274","Konvergenzlinie","f",447
"23290","Konvikt","n",447
"25454","Maßhalten","n",447
"26972","Missmut","m",447
"28609","Nahrungskarenz","f",447
"34155","Tubenschwangerschaft","f",447
"34518","Überraschungseffekt","m",447
"35239","Unionsregierung","f",447
"35930","Urerlebnis","n",447
"373","Abriegelung","f",446
"709","Abwehrsystem","n",446
"2726","Arbeitstreffen","n",446
"3312","Atomforschung","f",446
"3394","Ätzung","f",446
"3484","Auffangtatbestand","m",446
"6107","Beißen","n",446
"7974","Clitoris","f",446
"8676","Direktbank","f",446
"9500","Druckvorstufe","f",446
"12942","Erzkörper","m",446
"12943","Erzlager","n",446
"13883","Familienzyklus","m",446
"16256","Geschäftsviertel","n",446
"18211","Ibu","n",446
"19490","Investitionsaufwand","m",446
"21043","Kausativ","n",446
"21418","Kinderfrau","f",446
"21495","Kinderzulage","f",446
"22529","Kommissionierer","m",446
"24297","Kriegskommunismus","m",446
"25881","Mehrleistung","f",446
"26243","Messkännchen","n",446
"28733","Nasenatmung","f",446
"35978","Urkundenrolle","f",446
"38010","Zytologie","f",446
"764","Achat","m",445
"2240","Aperitif","m",445
"2569","Arbeitskräfteangebot","n",445
"4839","Bäckermeister","m",445
"5389","Bauchfellentzündung","f",445
"7979","Clopidogrel","n",445
"8259","Cyclin","n",445
"8556","Differenzial","n",445
"9521","Dschinn","m",445
"11477","Energiestoffwechsel","m",445
"12239","Erfahrungswirklichkeit","f",445
"12552","Ernährungssituation","f",445
"12623","Erregungsleitung","f",445
"14662","Funktionsdiagnostik","f",445
"16734","Gewährträgerhaftung","f",445
"17173","Gutgläubigkeit","f",445
"17180","Gutsbezirk","m",445
"18012","Hyazinth","m",445
"19652","Isle","f",445
"22896","Konjunkturentwicklung","f",445
"23422","Kopfmotiv","n",445
"24296","Kriegskasse","f",445
"24468","Kronrat","m",445
"24684","Maissilage","f",445
"26957","Missionsgeschichte","f",445
"27360","Modelltheorie","f",445
"28214","Mystifizierung","f",445
"31803","Sicherheitszone","f",445
"2930","Armenhilfe","f",444
"3382","Attraktor","m",444
"8865","Divination","f",444
"14903","Galuth","f",444
"15890","Gerichtsherr","m",444
"18616","Industrialisierungsphase","f",444
"19206","Integrationslehre","f",444
"21113","Keimträger","m",444
"21216","Kernfusion","f",444
"23469","Koppeln","n",444
"24079","Kreditnot","f",444
"24327","Kriegsspielzeug","n",444
"24808","Mandala","n",444
"25646","McDonaldisierung","f",444
"25804","Meerestechnik","f",444
"26261","Messskala","f",444
"26305","Metallisierung","f",444
"26459","Mietskaserne","f",444
"28128","Mütterchen","n",444
"28583","Nahkampf","m",444
"28759","Nasopharynx","m",444
"29277","Schlachtkörper","m",444
"31217","Selbstentzündung","f",444
"32451","Symbolwert","m",444
"33191","Technologiefolgenabschätzung","f",444
"34014","Thymidin","n",444
"34984","Umweltschutzpolitik","f",444
"35652","Unterrepräsentation","f",444
"35739","Untersuchungsauftrag","m",444
"37496","Zunftwesen","n",444
"3413","Auenland","n",443
"5455","Baugebiet","n",443
"5809","Befehlsempfänger","m",443
"6653","Berufsziel","n",443
"6891","Bestandsgarantie","f",443
"7183","Betriebszustand","m",443
"8959","Dolmen","m",443
"10069","Eigenerzeugung","f",443
"10881","Eisenkraut","n",443
"11677","Entmystifizierung","f",443
"14171","Fehlerzahl","f",443
"17256","Harnverhaltung","f",443
"17562","Hauptvorteil","m",443
"17772","Hauttest","m",443
"18546","Indie","n",443
"19071","Inselgruppe","f",443
"19293","Interessenübereinstimmung","f",443
"21023","Kaukasier","m",443
"21658","KIS","n",443
"22179","Knospenbildung","f",443
"22267","Kohabitation","f",443
"23838","Kraftlosigkeit","f",443
"25469","Maßnahmenpaket","n",443
"25990","Melisse","f",443
"28036","Muskatnuss","f",443
"29101","Schicksalsfrage","f",443
"29173","Schiffchen","n",443
"31618","Servicestelle","f",443
"31895","Siedlungswasserwirtschaft","f",443
"32462","Sympathisant","m",443
"32946","Tariflohn","m",443
"34567","Übersichtskarte","f",443
"35577","Unternehmenskonzept","n",443
"35901","Urananreicherung","f",443
"37201","Zoisit","m",443
"37674","Zustandsraum","m",443
"81","Abendkleid","n",442
"480","Abschreckungsstrategie","f",442
"1682","Anlagehorizont","m",442
"4169","Auslagerungsdatei","f",442
"6674","Berührungspunkt","m",442
"6943","Bestialität","f",442
"7347","Bewegungslosigkeit","f",442
"7891","Bildwerk","n",442
"10366","Einheitstheorie","f",442
"11323","Endkampf","m",442
"13255","Existenzkampf","m",442
"13412","Extraposition","f",442
"16461","Gesellung","f",442
"17202","Haptik","f",442
"18712","Infektiosität","f",442
"19476","Inventarnummer","f",442
"19609","Irrglaube","m",442
"20843","Kassettenrekorder","m",442
"21539","Kinosaal","m",442
"22881","Königszeit","f",442
"23925","Krankenpflegerin","f",442
"24441","Kriteriumsvalidität","f",442
"26292","Metakritik","f",442
"26634","Militärkommando","n",442
"27161","Mittelerde","f",442
"27472","Monatsdurchschnitt","m",442
"31966","Silberbad","n",442
"33232","Teilabschnitt","m",442
"36108","Uvula","f",442
"37071","Zinsbelastung","f",442
"37402","Zugriffsrecht","n",442
"2380","Arachidonsäure","f",441
"3977","Ausdrucksvermögen","n",441
"4235","Ausleihverbuchung","f",441
"5086","Bankdarlehen","n",441
"7138","Betriebsratsvorsitzende","f",441
"7201","Bettelei","f",441
"9078","Doppelschicht","f",441
"9171","Dottersack","m",441
"10990","Elektrisierung","f",441
"11461","Energieniveau","n",441
"14410","Fernsehberichterstattung","f",441
"14764","Fußartillerie","f",441
"14813","Fußtritt","m",441
"16966","Gichtanfall","m",441
"17521","Hauptstoß","m",441
"18838","Informationsvermittler","m",441
"19927","Jungvieh","n",441
"20218","Kalter","m",441
"20314","Kämpferin","f",441
"20638","Kardia","f",441
"23024","Konstituens","n",441
"24356","Krill","m",441
"24715","Makronucleus","m",441
"27772","Moxibustion","f",441
"27939","Muschi","f",441
"28190","Mykene","n",441
"30283","Schulpsychologie","f",441
"31073","Seitenumbruch","m",441
"31326","Selbstsetzung","f",441
"33785","Theaterbesuch","m",441
"35018","Unanwendbarkeit","f",441
"35273","Universitätsgesetz","n",441
"1959","Anströmung","f",440
"1997","Anthropozentrik","f",440
"2317","Appellplatz","m",440
"2842","Argentum","n",440
"3402","Audiodatei","f",440
"4493","Ausstellungsbesucher","m",440
"4969","Balkanbund","m",440
"8007","Codebuch","n",440
"8602","Dilettant","m",440
"13541","Fachplanung","f",440
"13929","Farbenpracht","f",440
"18253","Ideensammlung","f",440
"19357","Internetwirtschaft","f",440
"19757","Joystick","m",440
"21409","Kinderbuchverlag","m",440
"23039","Konstruktionsfehler","m",440
"25376","Massenarmut","f",440
"25590","Mauerung","f",440
"25608","Mausefalle","f",440
"25985","Meldewesen","n",440
"26909","Mischwesen","n",440
"29661","Schmerzwahrnehmung","f",440
"29845","Schonfrist","f",440
"29996","Schreinerei","f",440
"30522","Schwammparenchym","n",440
"31620","Servieren","n",440
"31738","Sicherheitsabfrage","f",440
"34788","Umladung","f",440
"35404","Unterbezirk","m",440
"36452","Zeichenträger","m",440
"36648","Zeitzeugin","f",440
"36992","Zielzelle","f",440
"37439","Zukunftsmusik","f",440
"77","Abendgebet","n",439
"4089","Ausgeburt","f",439
"4271","Ausnahmetarif","m",439
"4351","Ausschlussverfahren","n",439
"4400","Außenhandelstheorie","f",439
"6484","Bergkarabach","n",439
"8149","Cordierit","m",439
"9043","Doppelbett","n",439
"12735","Erstkommunion","f",439
"13608","Fahrdraht","m",439
"13649","Fahrsicherheit","f",439
"15215","Gebäudeeigentümer","m",439
"15289","Gebrauchsüberlassung","f",439
"16494","Gesetzeszweck","m",439
"17975","Hupe","f",439
"20030","Kadettenkorps","n",439
"21389","Kinästhetik","f",439
"21518","Kinemathek","f",439
"23220","Kontrollabkommen","n",439
"23702","Kostenbeitrag","m",439
"24551","Lymphadenektomie","f",439
"24693","Majordomus","m",439
"26364","Methodenstreit","m",439
"29129","Schiedsordnung","f",439
"29364","Schlagseite","f",439
"30290","Schulreformer","m",439
"31381","Selbstverteidigungsrecht","n",439
"32148","Sittenpolizei","f",439
"35830","Unvermeidbarkeit","f",439
"927","Altarbild","n",438
"4058","Ausgabetag","m",438
"4758","Aviatik","f",438
"4791","Azimut","m",438
"5247","Barytwasser","n",438
"5416","Baudenkmal","n",438
"5423","Bauernaufstand","m",438
"6074","Beiname","m",438
"7643","Bikarbonat","n",438
"8521","Dienstverpflichtung","f",438
"12858","Erythropoetin","n",438
"13385","Exsikkose","f",438
"14364","Ferienlager","n",438
"14808","Fußrücken","m",438
"15504","Gemeindezentrum","n",438
"15823","Georgine","f",438
"20229","Kalvinismus","m",438
"24813","Mandarine","f",438
"26518","Mikrometer","n",438
"26519","Mikrometer","m",438
"26837","Ministerialrätin","f",438
"27432","Molke","f",438
"27473","Monatseinkommen","n",438
"29637","Schmerzempfinden","n",438
"29847","Schonhaltung","f",438
"31725","Showmaster","m",438
"33789","Theaterdirektor","m",438
"33838","Themenpark","m",438
"36009","Urobilinurie","f",438
"36511","Zeitempfinden","n",438
"37160","Zivilgericht","n",438
"37614","Zusatzaufwand","m",438
"1189","Ämterpatronage","f",437
"2026","Antiklerikalismus","m",437
"4450","Außenzoll","m",437
"8293","Dachkonstruktion","f",437
"8827","Distributionssystem","n",437
"9970","Ehrengast","m",437
"10828","Eisbrecher","m",437
"10911","Eismeer","n",437
"14135","Fehleranfälligkeit","f",437
"14667","Funktionsgruppe","f",437
"16089","Gesamtrendite","f",437
"16192","Geschäftsfrau","f",437
"16728","Gewährleistungsfrist","f",437
"16753","Gewaltkommission","f",437
"22673","Komplementärmedizin","f",437
"23331","Konzernstruktur","f",437
"27738","Motordrehzahl","f",437
"29362","Schlagsahne","f",437
"29730","Schneeweiß","n",437
"30079","Schubs","m",437
"30140","Schuldbewusstsein","n",437
"30382","Schusslinie","f",437
"32452","Symmachie","f",437
"34532","Überschau","f",437
"34917","Umtrieb","m",437
"35319","Unnachgiebigkeit","f",437
"35814","Ununterscheidbarkeit","f",437
"37946","Zwischenspeicherung","f",437
"2975","Arrhythmie","f",436
"5220","Baronesse","f",436
"6780","Beschlussverfahren","n",436
"7171","Betriebsverhalten","n",436
"7926","Ciliarmuskel","m",436
"9262","Drehort","m",436
"9502","Druckwasserreaktor","m",436
"12987","Essbares","n",436
"13364","Exportstruktur","f",436
"13897","Fänger","m",436
"14177","Fehlinformation","f",436
"14721","Fürsorger","m",436
"15025","Gärtnern","n",436
"15794","Geochemie","f",436
"16036","Gesamtindex","m",436
"16492","Gesetzeswerk","n",436
"18307","Iglau","n",436
"18862","Infrastrukturplanung","f",436
"22032","Klosterbruder","m",436
"22335","Kokskohle","f",436
"23910","Krankenhaushygiene","f",436
"25800","Meeresküste","f",436
"26282","Metabolisierung","f",436
"28032","Musikzug","m",436
"28515","Nachweispflicht","f",436
"29226","Schillern","n",436
"31075","Seitenventrikel","m",436
"31930","Signalflügel","m",436
"32921","Tapferkeitsmedaille","f",436
"35002","Unabdingbarkeit","f",436
"35093","Uneigennützigkeit","f",436
"36929","Zielausrichtung","f",436
"37985","Zygospore","f",436
"359","Abrechnungskonto","n",435
"949","Altenpfleger","m",435
"1490","Anforderungsliste","f",435
"1554","Angewiesensein","n",435
"1680","Anlagegeschäft","n",435
"2234","Apartheidpolitik","f",435
"2389","Arbe","f",435
"3038","Artistik","f",435
"4655","Autointoxikation","f",435
"4846","Backoffice","n",435
"5991","Behandlungsplanung","f",435
"9368","Drogenabhängiger","m",435
"13859","Familienroman","m",435
"14713","Furor","m",435
"16644","Gesundheitsbericht","m",435
"17390","Hauptfehler","m",435
"17433","Hauptkategorie","f",435
"18267","Identitätsfeststellung","f",435
"18804","Informationsökonomik","f",435
"18989","Innendruck","m",435
"19259","Interaktionsdiagramm","n",435
"22222","Kobragift","n",435
"23108","Kontaktierung","f",435
"23813","Krafteinwirkung","f",435
"24550","Lykurg","m",435
"25101","Marketingorganisation","f",435
"25550","Mathematiklehrer","m",435
"25910","Meinungsäußerungsfreiheit","f",435
"28169","Muttertag","m",435
"28726","Nasalität","f",435
"32404","Süßigkeit","f",435
"32599","Systemsoftware","f",435
"36951","Zielkongruenz","f",435
"37855","Zweitstudium","n",435
"3103","Aspartat","n",434
"3218","Aszendent","m",434
"3235","Atemgeräusch","n",434
"3837","Augenpunkt","m",434
"5869","Befüllung","f",434
"5977","Behandlungsabbruch","m",434
"9459","Druckleitung","f",434
"9918","Ehebett","n",434
"10226","Eindickung","f",434
"12357","Erhängen","n",434
"15884","Gerichtsbeschluss","m",434
"16257","Geschäftsvolumen","n",434
"17982","Hurerei","f",434
"18455","Implikat","n",434
"22021","Klopfer","m",434
"22421","Kolonialminister","m",434
"22559","Kommunikationsbereich","m",434
"22742","Kondensat","n",434
"23957","Krankheitsgewinn","m",434
"25654","Mechanisierungsgrad","m",434
"25932","Meiosis","f",434
"27594","Moorboden","m",434
"29594","Schlussszene","f",434
"30538","Schwankungsrückstellung","f",434
"32019","Simplizität","f",434
"32224","Skatol","n",434
"32580","Systemhaus","n",434
"34606","Übertragungsweg","m",434
"935","Altbayern","n",433
"976","Altersbestimmung","f",433
"2671","Arbeitspotential","n",433
"4243","Auslieferungsersuchen","n",433
"4358","Ausschöpfungsquote","f",433
"4612","Auszahlungsbetrag","m",433
"5746","Bedeutungsverschiebung","f",433
"7414","Bewertungsgrundlage","f",433
"8110","Concorde","f",433
"8289","Dachgeschoß","n",433
"8512","Dienstsitz","m",433
"11909","Entwicklungszyklus","m",433
"12281","Erfolgsort","m",433
"16047","Gesamtkonferenz","f",433
"17045","Guadeloupe","n",433
"18902","Inhärenz","f",433
"19152","Institutsleiter","m",433
"20226","Kaltwasser","n",433
"20272","Kämmen","n",433
"21999","Klinikaufenthalt","m",433
"24822","Mandelkern","m",433
"25039","Markenerosion","f",433
"25323","Maschinenraum","m",433
"25407","Massenkonzentration","f",433
"25492","Mastitis","f",433
"27731","Motivirrtum","m",433
"27853","Multiprojektmanagement","n",433
"29278","Schlachtkreuzer","m",433
"30479","Schutzverantwortung","f",433
"30640","Schweißnaht","f",433
"30768","Schwulenbewegung","f",433
"32601","Systemstabilität","f",433
"32987","Tasmanien","n",433
"34104","Truppenabzug","m",433
"36666","Zellgruppe","f",433
"688","Abwasserverwertung","f",432
"1562","Angiom","n",432
"2008","Antidiskriminierungsgesetz","n",432
"2750","Arbeitsverteilung","f",432
"3732","Auftragsarbeit","f",432
"4231","Auslegungsregel","f",432
"4417","Außenposten","m",432
"5266","Baselbiet","n",432
"7664","Bilanzstruktur","f",432
"7728","Bildgeschichte","f",432
"8245","Currywurst","f",432
"10605","Einsperrung","f",432
"11641","Entkolonisierung","f",432
"12019","Epistropheus","m",432
"12476","Erle","f",432
"13099","Euribor","m",432
"13346","Exportanteil","m",432
"13816","Familienehre","f",432
"14607","Fünfeck","n",432
"17000","Gildensozialismus","m",432
"17570","Hauptwiderspruch","m",432
"17779","Hautwunde","f",432
"21670","Kitzel","m",432
"22257","Kofferdam","m",432
"25036","Markencontrolling","n",432
"26881","Mischer","m",432
"27671","Morpheus","m",432
"27978","Musikerin","f",432
"28225","Mythologisierung","f",432
"30422","Schützenlinie","f",432
"31501","Senkungsgeschwindigkeit","f",432
"32725","Tagesarbeit","f",432
"33876","Theoriedebatte","f",432
"36402","Zebrastreifen","m",432
"37412","Zugstange","f",432
"37497","Zunftzwang","m",432
"37942","Zwischenschicht","f",432
"703","Abwehrreaktion","f",431
"1395","Änderungsrate","f",431
"1588","Angriffsziel","n",431
"2967","Aromatherapie","f",431
"5385","Bauchatmung","f",431
"5785","Bedürftigkeitsprüfung","f",431
"6618","Berufspraktikum","n",431
"6924","Bestellabwicklung","f",431
"7889","Bildwandler","m",431
"8468","Dienstkleidung","f",431
"13203","Exarchat","n",431
"13516","Fachhochschulabschluss","m",431
"13704","Faktorenstruktur","f",431
"13892","Fanfare","f",431
"14779","Fußballstadion","n",431
"15575","Gemse","f",431
"16460","Gesellschaftszweck","m",431
"16913","Gewinnzuschlag","m",431
"17631","Hausgesetz","n",431
"17871","Hufrehe","f",431
"18034","Hydrochinon","n",431
"18572","Individualentwicklung","f",431
"19162","Instrumentalismus","m",431
"19557","Ionisationskammer","f",431
"19971","Justizministerin","f",431
"20103","Kakadu","m",431
"20621","Karaoke","n",431
"20885","Katamnese","f",431
"20987","Kaufgegenstand","m",431
"21554","Kirchenaustritt","m",431
"22390","Kolli","n",431
"22699","Komponentenanalyse","f",431
"23935","Krankentransport","m",431
"26021","Menarche","f",431
"29576","Schlussformel","f",431
"31559","Serail","n",431
"33504","Tenochtitlan","n",431
"34349","Überaktivität","f",431
"34362","Überbelegung","f",431
"35858","Unwille","m",431
"35922","Urbevölkerung","f",431
"35925","Urdarm","m",431
"677","Abwasserabgabe","f",430
"4283","Auspuff","m",430
"4767","Aw","m",430
"6673","Berührungsfläche","f",430
"7463","Bewusstseinstrübung","f",430
"7595","Bicarbonat","n",430
"10570","Einschneiden","n",430
"11952","Enzymaktivität","f",430
"12717","Erstellungsprozess","m",430
"14256","Feldabhängigkeit","f",430
"14414","Fernsehdiskussion","f",430
